hour, t(sec), |V|1 (volts), |V|2 (volts), |V|3 (volts), |V|4 (volts), |I|1 (amps), |I|2 (amps), |I|3 (amps), |I|4 (amps)
0, 900.00000, 115.037, 101.646, 122.606, 0, 1028.82, 1002.28, 199.175, 0.0948402
0, 1800.00000, 115.72, 102.767, 122.964, 0, 988.887, 964.264, 191.59, 0.12925
0, 2700.00000, 116.271, 103.84, 123.173, 0, 952.503, 929.306, 188.787, 0.144756
1, 0.00000, 115.743, 102.704, 123.021, 0, 992.4, 968.105, 187.856, 0.129347
1, 900.00000, 116.095, 103.191, 123.258, 0, 975.148, 952.16, 179.825, 0.147966
1, 1800.00000, 116.279, 103.639, 123.28, 0, 960.391, 937.636, 181.996, 0.147952
1, 2700.00000, 116.184, 103.435, 123.247, 0, 967.31, 944.385, 181.49, 0.153002
2, 0.00000, 115.964, 103.029, 123.151, 0, 979.372, 955.748, 184.198, 0.145493
2, 900.00000, 116.427, 103.845, 123.37, 0, 952.157, 929.939, 178.593, 0.157299
2, 1800.00000, 116.425, 103.698, 123.441, 0, 954.769, 932.924, 173.475, 0.161401
2, 2700.00000, 116.83, 104.42, 123.634, 0, 930.071, 909.34, 169.138, 0.181862
3, 0.00000, 117.456, 105.645, 123.874, 0, 889.279, 869.979, 166.134, 0.191929
3, 900.00000, 117.376, 105.428, 123.879, 0, 893.881, 874.448, 165.296, 0.191095
3, 1800.00000, 117.823, 106.257, 124.072, 0, 865.424, 847.195, 160.312, 0.219865
3, 2700.00000, 116.875, 104.548, 123.632, 0, 924.169, 903.371, 170.992, 0.175523
4, 0.00000, 116.98, 104.852, 123.625, 0, 914.993, 894.063, 174.96, 0.186523
4, 900.00000, 117.217, 105.346, 123.701, 0, 899.003, 878.628, 174.171, 0.196426
4, 1800.00000, 116.589, 104.284, 123.365, 0, 934.39, 912.292, 181.82, 0.160274
4, 2700.00000, 117.111, 105.353, 123.546, 0, 898.402, 877.257, 181.948, 0.222063
5, 0.00000, 116.953, 104.805, 123.605, 0, 916.57, 895.659, 173.716, 0.231299
5, 900.00000, 117.122, 105.258, 123.603, 0, 900.997, 880.098, 177.462, 0.269478
5, 1800.00000, 116.5, 104.175, 123.304, 0, 939.973, 917.084, 186.753, 0.232875
5, 2700.00000, 116.74, 104.603, 123.42, 0, 924.353, 902.227, 183.324, 0.253092
6, 0.00000, 117.412, 105.958, 123.656, 0, 876.661, 855.977, 182.313, 0.284651
6, 900.00000, 116.805, 104.947, 123.333, 0, 911.848, 889.409, 191.081, 0.218848
6, 1800.00000, 116.536, 104.57, 123.146, 0, 930.073, 906.784, 197.086, 0.162041
6, 2700.00000, 117.203, 106.192, 123.234, 0, 874.052, 851.9, 204.753, 0.171969
7, 0.00000, 116.7, 105.369, 122.966, 0, 901.364, 877.805, 211.475, 0.132333
7, 900.00000, 116.27, 105.108, 122.5, 0, 912.373, 886.58, 233.482, 0.151222
7, 1800.00000, 117.151, 106.653, 122.919, 0, 857.859, 834.603, 221.929, 0.32562
7, 2700.00000, 116.982, 106.786, 122.613, 0, 854.38, 829.821, 238.633, 0.389047
8, 0.00000, 116.311, 105.789, 122.183, 0, 890.478, 863.626, 250.503, 0.345479
8, 900.00000, 116.777, 106.896, 122.264, 0, 855.785, 829.523, 257.602, 0.508955
8, 1800.00000, 116.289, 106.692, 121.673, 0, 867.617, 839.13, 287.102, 0.335328
8, 2700.00000, 115.48, 105.383, 121.214, 0, 913.103, 881.716, 300.378, 0.272829
9, 0.00000, 114.656, 103.675, 120.937, 0, 971.315, 937.272, 298.663, 0.362193
9, 900.00000, 115.08, 104.603, 121.041, 0, 937.947, 905.313, 299.342, 0.334606
9, 1800.00000, 115.159, 104.971, 120.973, 0, 923.408, 891.194, 304.156, 0.345388
9, 2700.00000, 115.874, 105.983, 121.442, 0, 889.444, 859.648, 288.505, 0.310056
10, 0.00000, 115.927, 105.991, 121.519, 0, 886.274, 856.919, 283.433, 0.315165
10, 900.00000, 115.195, 104.999, 120.999, 0, 923.09, 890.974, 302.499, 0.344727
10, 1800.00000, 115.147, 105.228, 120.805, 0, 918.602, 886.049, 316.633, 0.397033
10, 2700.00000, 114.77, 104.424, 120.704, 0, 943.852, 909.914, 315.736, 0.466058
11, 0.00000, 114.905, 104.768, 120.713, 0, 932.813, 899.483, 317, 0.445619
