hour, t(sec), |V|1 (volts), |V|2 (volts), |V|3 (volts), |V|4 (volts), |I|1 (amps), |I|2 (amps), |I|3 (amps), |I|4 (amps)
0, 900.00000, 120.574, 110.529, 125.48, 0, 636.492, 632.475, 39.8489, 0.206822
0, 1800.00000, 120.959, 111.118, 125.748, 0, 619.616, 615.97, 37.0884, 0.196532
0, 2700.00000, 121.34, 112.123, 125.803, 0, 587.356, 583.456, 42.9477, 0.186436
1, 0.00000, 120.956, 111.224, 125.677, 0, 617.282, 613.333, 40.5589, 0.217144
1, 900.00000, 121.158, 111.46, 125.854, 0, 611.072, 607.618, 35.7223, 0.191941
1, 1800.00000, 121.343, 111.992, 125.855, 0, 592.862, 589.243, 39.1076, 0.187554
1, 2700.00000, 121.203, 111.648, 125.82, 0, 605.639, 601.982, 38.6353, 0.183339
2, 0.00000, 121.077, 111.289, 125.816, 0, 615.045, 611.516, 36.18, 0.189079
2, 900.00000, 121.259, 111.846, 125.81, 0, 600.684, 596.677, 43.2027, 0.185583
2, 1800.00000, 121.096, 111.341, 125.834, 0, 618.945, 615.026, 40.6427, 0.184363
2, 2700.00000, 121.434, 112, 125.996, 0, 597.037, 593.49, 38.0205, 0.188535
3, 0.00000, 121.9, 113.014, 126.167, 0, 565.368, 561.989, 38.8284, 0.181121
3, 900.00000, 121.674, 112.316, 126.208, 0, 590.044, 586.727, 35.9456, 0.187455
3, 1800.00000, 122.03, 113.065, 126.343, 0, 565.22, 562.217, 34.1013, 0.18242
3, 2700.00000, 121.426, 111.84, 126.074, 0, 602.496, 599.136, 35.3451, 0.189154
4, 0.00000, 121.644, 112.211, 126.203, 0, 588.979, 586.009, 31.6801, 0.187593
4, 900.00000, 121.79, 112.694, 126.176, 0, 574.227, 570.947, 36.6712, 0.182264
4, 1800.00000, 121.268, 111.726, 125.902, 0, 605.346, 601.48, 41.0381, 0.188744
4, 2700.00000, 121.75, 112.688, 126.123, 0, 573.076, 569.621, 38.8009, 0.186542
5, 0.00000, 121.458, 111.97, 126.057, 0, 599.765, 596.249, 37.4851, 0.191047
5, 900.00000, 121.634, 112.34, 126.126, 0, 586.764, 583.347, 37.2518, 0.19286
5, 1800.00000, 121.369, 111.984, 125.911, 0, 594.666, 590.783, 41.9552, 0.193691
5, 2700.00000, 121.491, 112.022, 126.077, 0, 594.785, 591.444, 35.5956, 0.192492
6, 0.00000, 121.968, 112.905, 126.339, 0, 566.384, 563.421, 33.144, 0.188436
6, 900.00000, 121.61, 112.248, 126.147, 0, 585.688, 582.468, 34.7257, 0.190705
6, 1800.00000, 121.546, 112.367, 125.975, 0, 582.687, 579.073, 40.0137, 0.180767
6, 2700.00000, 121.968, 113.167, 126.211, 0, 559.031, 555.615, 39.4561, 0.208306
7, 0.00000, 121.565, 112.388, 126.032, 0, 583.948, 580.22, 41.3708, 0.185376
7, 900.00000, 121.289, 112.468, 125.605, 0, 579.836, 574.551, 61.5967, 0.191308
7, 1800.00000, 121.702, 113.19, 125.839, 0, 560.849, 555.919, 59.9481, 0.191758
7, 2700.00000, 121.789, 113.374, 125.879, 0, 551.068, 546.408, 57.3206, 0.189989
8, 0.00000, 121.356, 112.796, 125.533, 0, 568.518, 563.152, 64.567, 0.204192
8, 900.00000, 121.766, 113.633, 125.715, 0, 542.87, 537.712, 65.7846, 0.210227
8, 1800.00000, 121.585, 113.371, 125.592, 0, 551.616, 546.111, 69.332, 0.22347
8, 2700.00000, 121.149, 112.66, 125.307, 0, 570.53, 564.511, 73.0988, 0.218866
9, 0.00000, 120.364, 111.467, 124.741, 0, 610.588, 603.023, 87.6295, 0.203404
9, 900.00000, 120.637, 111.93, 124.917, 0, 595.614, 588.486, 84.1906, 0.227854
9, 1800.00000, 120.589, 112.076, 124.805, 0, 590.869, 583.294, 91.6446, 0.234606
9, 2700.00000, 120.906, 112.823, 124.878, 0, 571.515, 563.9, 97.8161, 0.222757
10, 0.00000, 120.903, 112.633, 124.977, 0, 576.754, 569.441, 91.5136, 0.236349
10, 900.00000, 120.518, 112.264, 124.595, 0, 586.095, 577.864, 103.179, 0.227133
10, 1800.00000, 120.914, 112.801, 124.886, 0, 563.35, 556.253, 90.4209, 0.238479
10, 2700.00000, 120.483, 111.786, 124.786, 0, 597.84, 590.253, 89.4803, 0.253642
11, 0.00000, 120.643, 112.286, 124.765, 0, 580.489, 572.976, 92.5272, 0.250252
11, 900.00000, 120.849, 112.812, 124.786, 0, 564.327, 557.127, 92.5155, 0.243281
11, 1800.00000, 120.1, 111.625, 124.331, 0, 609.08, 599.782, 113.896, 0.20139
11, 2700.00000, 120.444, 112.042, 124.615, 0, 592.13, 583.849, 102.009, 0.227138
12, 0.00000, 120.81, 112.906, 124.687, 0, 563.115, 555.335, 102.387, 0.223701
12, 900.00000, 120.088, 111.357, 124.428, 0, 611.836, 603.227, 101.687, 0.220043
12, 1800.00000, 120.215, 111.567, 124.512, 0, 605.873, 597.564, 99.0174, 0.226985
12, 2700.00000, 120.259, 111.64, 124.545, 0, 602.318, 594.095, 98.3069, 0.228845
13, 0.00000, 120.427, 111.913, 124.652, 0, 594.703, 586.656, 97.4949, 0.234666
13, 900.00000, 120.196, 111.531, 124.505, 0, 606.955, 598.542, 99.9914, 0.2311
13, 1800.00000, 120.021, 111.345, 124.323, 0, 611.804, 603.074, 103.521, 0.224593
13, 2700.00000, 119.37, 109.948, 124.075, 0, 649.287, 640.44, 95.7473, 0.212143
14, 0.00000, 119.566, 110.457, 124.107, 0, 635.349, 626.347, 101.498, 0.19646
