hour, t(sec), |V|1 (volts), |V|2 (volts), |V|3 (volts), |V|4 (volts), |I|1 (amps), |I|2 (amps), |I|3 (amps), |I|4 (amps)
0, 900.00000, 124.51, 123.527, 124.729, 0, 140.482, 139.79, 124.101, 0.124188
0, 1800.00000, 124.756, 123.812, 124.971, 0, 135.121, 134.489, 122.248, 0.116951
0, 2700.00000, 124.973, 124.104, 125.17, 0, 129.546, 128.993, 118.755, 0.101114
1, 0.00000, 124.684, 123.685, 124.903, 0, 146.336, 145.603, 127.313, 0.132607
1, 900.00000, 124.821, 123.881, 125.018, 0, 140.778, 140.133, 125.354, 0.123394
1, 1800.00000, 124.881, 123.971, 125.071, 0, 140.754, 140.139, 126.05, 0.120026
1, 2700.00000, 124.839, 123.924, 125.017, 0, 141.622, 141.001, 126.957, 0.121576
2, 0.00000, 124.714, 123.721, 124.93, 0, 147.128, 146.415, 130.472, 0.140313
2, 900.00000, 124.909, 123.979, 125.1, 0, 141.747, 141.107, 125.972, 0.123259
2, 1800.00000, 124.89, 123.929, 125.095, 0, 140.777, 140.117, 124.624, 0.128061
2, 2700.00000, 124.997, 124.078, 125.194, 0, 141.32, 140.69, 125.995, 0.122208
3, 0.00000, 125.374, 124.617, 125.513, 0, 121.514, 121.071, 114.42, 0.0775838
3, 900.00000, 125.351, 124.532, 125.53, 0, 119.792, 119.305, 112.105, 0.0845142
3, 1800.00000, 125.417, 124.666, 125.567, 0, 123.817, 123.376, 117.836, 0.0812179
3, 2700.00000, 125.088, 124.185, 125.291, 0, 132.049, 131.46, 120.305, 0.108428
4, 0.00000, 125.173, 124.323, 125.363, 0, 127.607, 127.074, 119.59, 0.0972379
4, 900.00000, 125.321, 124.557, 125.477, 0, 119.222, 118.775, 115.007, 0.0761032
4, 1800.00000, 124.992, 124.103, 125.188, 0, 133.579, 132.992, 122.946, 0.106629
4, 2700.00000, 125.16, 124.352, 125.338, 0, 132.006, 131.495, 125.624, 0.0969305
5, 0.00000, 125.04, 124.183, 125.222, 0, 138.138, 137.568, 128.089, 0.110343
5, 900.00000, 125.091, 124.249, 125.272, 0, 138.337, 137.775, 129.315, 0.109368
5, 1800.00000, 124.865, 123.92, 125.084, 0, 147.744, 147.062, 134.163, 0.136959
5, 2700.00000, 124.969, 124.078, 125.175, 0, 141.601, 140.991, 130.933, 0.122262
6, 0.00000, 125.252, 124.423, 125.453, 0, 132.706, 132.177, 125.827, 0.105558
6, 900.00000, 125.096, 124.203, 125.321, 0, 132.326, 131.745, 122.892, 0.11307
6, 1800.00000, 125.086, 124.281, 125.247, 0, 129.423, 128.925, 122.549, 0.0933686
6, 2700.00000, 125.402, 124.705, 125.546, 0, 117.07, 116.661, 116.162, 0.0619839
7, 0.00000, 125.186, 124.464, 125.352, 0, 120.855, 120.443, 120.323, 0.0738002
7, 900.00000, 125.013, 124.313, 125.184, 0, 126.324, 125.907, 128.734, 0.0754497
7, 1800.00000, 125.153, 124.618, 125.25, 0, 129.855, 129.58, 140.879, 0.0590227
