hour, t(sec), |V|1 (volts), |V|2 (volts), |V|3 (volts), |V|4 (volts), |I|1 (amps), |I|2 (amps), |I|3 (amps), |I|4 (amps)
0, 900.00000, 114.004, 108.548, 116.943, 0, 815.317, 789.71, 506.394, 0.0655245
0, 1800.00000, 114.622, 109.161, 117.546, 0, 793.574, 769.031, 485.91, 0.063282
0, 2700.00000, 115.398, 110.376, 118.043, 0, 748.1, 726.648, 467.913, 0.0530193
1, 0.00000, 114.708, 109.394, 117.527, 0, 785.547, 761.733, 486.481, 0.0621926
1, 900.00000, 114.933, 109.637, 117.738, 0, 778.457, 755.069, 480.062, 0.0601786
1, 1800.00000, 115.272, 110.195, 117.939, 0, 757.254, 735.32, 472.673, 0.0545464
1, 2700.00000, 114.94, 109.756, 117.676, 0, 776.433, 753.411, 484.361, 0.0573292
2, 0.00000, 114.722, 109.279, 117.617, 0, 791.278, 766.913, 484.954, 0.0610901
2, 900.00000, 115.181, 110.003, 117.909, 0, 766.833, 744.246, 475.692, 0.0574304
2, 1800.00000, 114.813, 109.352, 117.728, 0, 793.142, 768.687, 484.128, 0.0635601
2, 2700.00000, 115.341, 110.088, 118.12, 0, 765.456, 742.788, 469.382, 0.0589838
3, 0.00000, 116.346, 111.476, 118.866, 0, 711.85, 692.463, 439.363, 0.0490865
3, 900.00000, 115.909, 110.552, 118.743, 0, 747.249, 725.285, 445.306, 0.0612447
3, 1800.00000, 116.374, 111.412, 118.964, 0, 717.185, 697.336, 439.046, 0.0527265
3, 2700.00000, 115.378, 109.963, 118.256, 0, 768.626, 745.456, 463.746, 0.0622421
4, 0.00000, 115.738, 110.375, 118.573, 0, 751.16, 728.947, 450.152, 0.0597129
4, 900.00000, 116.215, 111.06, 118.909, 0, 724.038, 703.551, 435.414, 0.0541047
4, 1800.00000, 115.209, 109.85, 118.058, 0, 772.032, 748.787, 470.562, 0.0627692
4, 2700.00000, 116.042, 110.808, 118.796, 0, 733.989, 712.823, 440.684, 0.0580074
5, 0.00000, 115.458, 110.008, 118.358, 0, 768.013, 744.868, 459.36, 0.0654701
5, 900.00000, 115.689, 110.403, 118.486, 0, 753.511, 731.325, 456.036, 0.061596
5, 1800.00000, 115.447, 109.974, 118.346, 0, 763.74, 740.679, 456.472, 0.0628856
5, 2700.00000, 115.485, 109.901, 118.464, 0, 768.646, 745.196, 452.945, 0.0672411
6, 0.00000, 116.229, 110.748, 119.134, 0, 737.025, 715.293, 428.704, 0.0647094
6, 900.00000, 115.673, 110.051, 118.677, 0, 761.049, 737.852, 444.425, 0.0695725
6, 1800.00000, 115.798, 110.401, 118.641, 0, 747.145, 725.152, 442.255, 0.0664599
6, 2700.00000, 116.613, 111.337, 119.378, 0, 712.033, 691.876, 414.773, 0.0726429
7, 0.00000, 115.835, 110.276, 118.813, 0, 753.004, 730.382, 437.321, 0.0819436
7, 900.00000, 115.812, 110.265, 118.789, 0, 748.813, 726.35, 435.004, 0.0825534
7, 1800.00000, 116.623, 111.124, 119.536, 0, 717.999, 697.284, 405.81, 0.0797506
7, 2700.00000, 116.725, 111.163, 119.68, 0, 713.042, 692.435, 397.672, 0.0825016
8, 0.00000, 116.007, 110.437, 118.993, 0, 740.807, 718.79, 423.054, 0.0875619
8, 900.00000, 116.953, 111.471, 119.852, 0, 699.228, 679.405, 387.694, 0.085073
8, 1800.00000, 116.812, 111.346, 119.714, 0, 702.536, 682.5, 391.992, 0.0932747
8, 2700.00000, 116.152, 110.472, 119.193, 0, 730.989, 709.22, 408.322, 0.0978357
