hour, t(sec), |V|1 (volts), |V|2 (volts), |V|3 (volts), |V|4 (volts), |I|1 (amps), |I|2 (amps), |I|3 (amps), |I|4 (amps)
0, 900.00000, 119.075, 123.207, 116.59, 0, 493.29, 512.148, 839.877, 0.237751
0, 1800.00000, 119.668, 123.567, 117.347, 0, 467.239, 483.94, 795.252, 0.26987
0, 2700.00000, 119.949, 123.81, 117.678, 0, 458.338, 474.505, 779.96, 0.305175
1, 0.00000, 119.73, 123.633, 117.397, 0, 463.623, 480.176, 790.2, 0.283412
1, 900.00000, 119.955, 123.795, 117.673, 0, 454.526, 470.43, 774.818, 0.301179
1, 1800.00000, 120.062, 123.891, 117.799, 0, 451.165, 466.876, 769.034, 0.303432
1, 2700.00000, 120.282, 123.941, 118.103, 0, 435.595, 450.082, 740.75, 0.308829
2, 0.00000, 120.005, 123.757, 117.761, 0, 449.257, 464.618, 765.236, 0.300617
2, 900.00000, 120.311, 124, 118.124, 0, 437.118, 451.744, 744.526, 0.323265
2, 1800.00000, 120.352, 123.975, 118.198, 0, 432.979, 447.199, 737.096, 0.312575
2, 2700.00000, 120.519, 124.14, 118.389, 0, 428.642, 442.665, 730.246, 0.33691
3, 0.00000, 120.952, 124.477, 118.903, 0, 411.729, 424.759, 701.696, 0.347909
3, 900.00000, 120.774, 124.339, 118.704, 0, 421.109, 434.606, 717.949, 0.346127
3, 1800.00000, 121.278, 124.634, 119.341, 0, 395.775, 407.683, 673.445, 0.365644
3, 2700.00000, 120.485, 124.115, 118.353, 0, 431.51, 445.655, 735.73, 0.329588
4, 0.00000, 120.554, 124.18, 118.435, 0, 430.37, 444.443, 733.829, 0.333616
4, 900.00000, 120.593, 124.278, 118.451, 0, 431.541, 445.852, 736.758, 0.352029
4, 1800.00000, 120.31, 124.002, 118.135, 0, 438.764, 453.445, 747.972, 0.337147
4, 2700.00000, 120.633, 124.25, 118.532, 0, 428.07, 442.036, 729.463, 0.383444
5, 0.00000, 120.589, 124.191, 118.48, 0, 426.757, 440.638, 727.171, 0.379248
5, 900.00000, 120.883, 124.324, 118.874, 0, 411.649, 424.431, 699.725, 0.396172
5, 1800.00000, 120.158, 123.94, 117.93, 0, 449.452, 464.887, 766.9, 0.361909
5, 2700.00000, 120.339, 124.047, 118.168, 0, 441.087, 455.917, 751.759, 0.374677
6, 0.00000, 120.935, 124.395, 118.938, 0, 414.941, 427.883, 705.539, 0.398297
6, 900.00000, 120.428, 124.066, 118.309, 0, 437.6, 452.045, 744.457, 0.373111
6, 1800.00000, 120.24, 124.04, 118.013, 0, 446.84, 462.251, 762.043, 0.380183
6, 2700.00000, 120.857, 124.402, 118.819, 0, 419.824, 433.277, 713.582, 0.489089
7, 0.00000, 120.178, 124.016, 117.966, 0, 453.936, 469.829, 772.678, 0.462656
7, 900.00000, 119.857, 123.79, 117.589, 0, 470.228, 487.255, 798.536, 0.463924
7, 1800.00000, 120.687, 124.297, 118.632, 0, 430.139, 444.278, 729.25, 0.649423
7, 2700.00000, 120.604, 124.21, 118.562, 0, 434.924, 449.295, 735.331, 0.734493
8, 0.00000, 120.252, 123.928, 118.151, 0, 446.561, 461.79, 752.732, 0.749395
8, 900.00000, 120.536, 124.168, 118.487, 0, 439.984, 454.75, 741.282, 0.944318
