hour, t(sec), |V|1 (volts), |V|2 (volts), |V|3 (volts), |V|4 (volts), |I|1 (amps), |I|2 (amps), |I|3 (amps), |I|4 (amps)
0, 900.00000, 120.372, 111.612, 124.25, 0, 895.43, 881.358, 165.411, 0.247707
0, 1800.00000, 120.89, 112.207, 124.709, 0, 866.627, 854.4, 144.9, 0.281833
0, 2700.00000, 121.313, 113.092, 124.905, 0, 823.969, 812.691, 141.703, 0.284469
1, 0.00000, 120.923, 112.345, 124.676, 0, 860.723, 848.513, 146.936, 0.252378
1, 900.00000, 121.119, 112.598, 124.837, 0, 850.546, 838.944, 140.921, 0.240943
1, 1800.00000, 121.288, 113.04, 124.875, 0, 828.618, 817.228, 142.929, 0.261383
1, 2700.00000, 121.349, 113.192, 124.873, 0, 816.003, 805.031, 139.407, 0.24216
2, 0.00000, 121.176, 112.819, 124.803, 0, 831.893, 820.418, 141.368, 0.296005
2, 900.00000, 121.421, 113.248, 124.958, 0, 816.211, 805.306, 138.266, 0.254302
2, 1800.00000, 121.318, 112.925, 124.961, 0, 832.324, 821.286, 136.171, 0.249075
2, 2700.00000, 121.532, 113.351, 125.078, 0, 814.963, 804.255, 135.998, 0.241827
3, 0.00000, 122.054, 114.39, 125.343, 0, 764.856, 755.361, 129.186, 0.260072
3, 900.00000, 121.791, 113.583, 125.358, 0, 808.696, 798.666, 127.048, 0.262757
3, 1800.00000, 122.203, 114.507, 125.51, 0, 760.485, 751.45, 122.755, 0.245198
3, 2700.00000, 121.551, 113.226, 125.171, 0, 820.559, 810.038, 130.747, 0.285837
4, 0.00000, 121.666, 113.479, 125.225, 0, 808.928, 798.516, 131.584, 0.302451
4, 900.00000, 121.86, 114.011, 125.256, 0, 783.25, 773.081, 134.212, 0.319895
4, 1800.00000, 121.467, 113.311, 125.009, 0, 812.368, 801.419, 138.431, 0.316365
4, 2700.00000, 121.812, 113.97, 125.211, 0, 783.577, 773.217, 136.696, 0.330279
5, 0.00000, 121.564, 113.427, 125.099, 0, 813.138, 802.277, 138.619, 0.258522
5, 900.00000, 121.866, 114.008, 125.254, 0, 778.986, 769.077, 130.903, 0.288089
5, 1800.00000, 121.457, 113.237, 125.031, 0, 816.943, 805.864, 138.747, 0.339356
5, 2700.00000, 121.466, 113.261, 125.046, 0, 820.466, 809.185, 142.054, 0.311525
6, 0.00000, 121.952, 114.018, 125.399, 0, 784.396, 774.422, 130.496, 0.311633
6, 900.00000, 121.579, 113.302, 125.2, 0, 816.854, 806.146, 133.403, 0.333791
6, 1800.00000, 121.483, 113.497, 124.954, 0, 809.315, 797.922, 147.836, 0.284734
6, 2700.00000, 122.003, 114.309, 125.336, 0, 771.025, 761.076, 134.398, 0.30771
7, 0.00000, 121.405, 113.399, 124.933, 0, 820.171, 808.072, 156.619, 0.299573
7, 900.00000, 121.35, 113.298, 124.909, 0, 819.062, 807.148, 152.676, 0.329809
7, 1800.00000, 121.99, 114.634, 125.187, 0, 751.93, 741.564, 146.444, 0.33246
7, 2700.00000, 121.989, 114.699, 125.168, 0, 745.636, 735.251, 147.361, 0.388523
8, 0.00000, 121.593, 114.205, 124.824, 0, 766.403, 755.122, 158.099, 0.319072
8, 900.00000, 122.024, 114.815, 125.163, 0, 740.076, 729.916, 146.403, 0.336189
8, 1800.00000, 121.92, 114.742, 125.054, 0, 741.054, 730.616, 150.553, 0.36416
