Year, LDCurve, Hour, Meter, "kWh", "kvarh", "Max kW", "Max kVA", "Zone kWh", "Zone kvarh", "Zone Max kW", "Zone Max kVA", "Overload kWh Normal", "Overload kWh Emerg", "Load EEN", "Load UE", "Zone Losses kWh", "Zone Losses kvarh", "Zone Max kW Losses", "Zone Max kvar Losses", "Load Losses kWh", "Load Losses kvarh", "No Load Losses kWh", "No Load Losses kvarh", "Max kW Load Losses", "Max kW No Load Losses", "Line Losses", "Transformer Losses", "Line Mode Line Losses", "Zero Mode Line Losses", "3-phase Line Losses", "1- and 2-phase Line Losses", "Gen kWh", "Gen kvarh", "Gen Max kW", "Gen Max kVA", "69 kV Losses", "13.8 kV Losses", "Aux1", "Aux6", "Aux11", "Aux16", "Aux21", "69 kV Line Loss", "13.8 kV Line Loss", "Aux2", "Aux7", "Aux12", "Aux17", "Aux22", "69 kV Load Loss", "13.8 kV Load Loss", "Aux3", "Aux8", "Aux13", "Aux18", "Aux23", "69 kV No Load Loss", "13.8 kV No Load Loss", "Aux4", "Aux9", "Aux14", "Aux19", "Aux24", "69 kV Load Energy", "13.8 kV Load Energy", "Aux5", "Aux10", "Aux15", "Aux20", "Aux25"
0, , 48, "FEEDER"      ,     366452,     269067,       9457,      11715,     361040,     159187,       8318,       9090,     126632,      29365,    1457319,     966988,      38669,     109881,       1142,       3259,      38669,     109881,          0,          0,       1142,          0,       3220,      35449,       3220,          0,       3220,          0,          0,          0,          0,          0,       1104,      37566,          0,          0,          0,          0,          0,          0,       3220,          0,          0,          0,          0,          0,       1104,      34345,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,     361040,          0,          0,          0,          0,          0
