hour, t(sec), |V|1 (volts), |V|2 (volts), |V|3 (volts), |V|4 (volts), |I|1 (amps), |I|2 (amps), |I|3 (amps), |I|4 (amps)
0, 900.00000, 119.126, 122.792, 122.931, 0, 1441.01, 891.309, 932.947, 530.081
0, 1800.00000, 119.517, 123.027, 123.24, 0, 1398.87, 870.64, 898.461, 515.363
0, 2700.00000, 120.233, 123.543, 123.77, 0, 1302.24, 798.157, 822.963, 492.559
1, 0.00000, 119.611, 123.079, 123.327, 0, 1380.81, 857.68, 879.831, 513.113
1, 900.00000, 119.777, 123.198, 123.439, 0, 1363.21, 846.897, 868.255, 506.604
1, 1800.00000, 120.184, 123.488, 123.761, 0, 1309.9, 807.846, 824.217, 494.786
1, 2700.00000, 119.926, 123.315, 123.564, 0, 1345.06, 832.56, 852.336, 503.559
2, 0.00000, 119.759, 123.165, 123.461, 0, 1363.36, 848.552, 863.611, 508.387
2, 900.00000, 120.105, 123.412, 123.696, 0, 1323.59, 821.923, 836.294, 495.457
2, 1800.00000, 119.716, 123.097, 123.364, 0, 1377.27, 867.939, 884.532, 502.088
2, 2700.00000, 120.104, 123.338, 123.636, 0, 1324.44, 834.24, 845.019, 485.803
3, 0.00000, 120.746, 123.865, 124.119, 0, 1244.08, 767.413, 783.226, 469.512
3, 900.00000, 120.171, 123.383, 123.634, 0, 1324.11, 837.664, 854.009, 479.14
3, 1800.00000, 120.741, 123.765, 124.071, 0, 1251.02, 789.489, 795.489, 459.403
3, 2700.00000, 119.975, 123.242, 123.55, 0, 1344.28, 850.133, 860.04, 490.287
4, 0.00000, 120.179, 123.393, 123.709, 0, 1319.13, 831.246, 839.794, 484.67
4, 900.00000, 120.514, 123.69, 123.974, 0, 1275.01, 790.292, 803.77, 478.848
4, 1800.00000, 119.973, 123.255, 123.587, 0, 1339.39, 842.143, 850.309, 494.349
4, 2700.00000, 120.526, 123.608, 123.964, 0, 1269.49, 798.225, 801.025, 470.953
5, 0.00000, 120.005, 123.214, 123.529, 0, 1339.69, 853.956, 861.632, 483.001
5, 900.00000, 120.298, 123.411, 123.761, 0, 1301.75, 828.131, 830.68, 473.497
5, 1800.00000, 120.188, 123.384, 123.761, 0, 1310.17, 823.3, 825.137, 487.229
5, 2700.00000, 120.044, 123.237, 123.567, 0, 1334.4, 849.841, 857.062, 482.058
6, 0.00000, 120.512, 123.523, 123.873, 0, 1280.66, 820.71, 822.782, 459.963
6, 900.00000, 120.107, 123.278, 123.593, 0, 1326.98, 845.024, 854.773, 478.104
