hour, t(sec), |V|1 (volts), |V|2 (volts), |V|3 (volts), |V|4 (volts), |I|1 (amps), |I|2 (amps), |I|3 (amps), |I|4 (amps)
0, 900.00000, 118.594, 118.732, 119.755, 0, 897.366, 876.516, 823.904, 67.9334
0, 1800.00000, 119.326, 119.426, 120.483, 0, 843.725, 826.321, 769.213, 69.7005
0, 2700.00000, 119.634, 119.746, 120.779, 0, 821.277, 802.606, 746.753, 69.268
1, 0.00000, 119.19, 119.27, 120.18, 0, 852.748, 836.963, 792.102, 56.6011
1, 900.00000, 119.533, 119.631, 120.6, 0, 827.495, 810.583, 759.633, 63.2144
1, 1800.00000, 119.724, 119.805, 120.795, 0, 814.073, 798.37, 745.276, 64.4839
1, 2700.00000, 119.797, 119.847, 120.72, 0, 806.912, 794.112, 750.796, 52.8891
2, 0.00000, 119.656, 119.613, 120.593, 0, 815.931, 810.33, 759.476, 56.0013
2, 900.00000, 119.906, 119.961, 120.841, 0, 800, 786.598, 742.393, 54.1733
2, 1800.00000, 119.995, 120.043, 120.919, 0, 791.599, 778.987, 734.764, 53.6622
2, 2700.00000, 120.274, 120.309, 121.214, 0, 769.932, 758.392, 710.405, 56.6244
3, 0.00000, 120.423, 120.573, 121.338, 0, 763.569, 742.435, 705.107, 53.2722
3, 900.00000, 120.481, 120.619, 121.513, 0, 757.42, 737.496, 688.986, 63.0482
3, 1800.00000, 120.999, 121.104, 121.909, 0, 717.745, 700.528, 658.536, 54.4576
3, 2700.00000, 120.279, 120.331, 121.266, 0, 770.221, 757.192, 706.865, 59.9575
4, 0.00000, 120.367, 120.414, 121.417, 0, 764.938, 752.227, 695.801, 65.7654
4, 900.00000, 120.31, 120.402, 121.315, 0, 771.692, 755.023, 706.434, 60.7738
4, 1800.00000, 120.044, 120.077, 121.001, 0, 787.242, 775.304, 727.634, 56.6475
4, 2700.00000, 120.5, 120.491, 121.555, 0, 754.036, 745.586, 683.891, 68.2833
5, 0.00000, 120.389, 120.41, 121.386, 0, 760.935, 750.529, 695.913, 62.449
5, 900.00000, 120.656, 120.615, 121.567, 0, 740.663, 735.319, 682.341, 57.6707
5, 1800.00000, 120.073, 119.96, 121.159, 0, 785.732, 785.62, 714.702, 72.9804
5, 2700.00000, 120.296, 120.227, 121.445, 0, 769, 765.514, 691.393, 77.8644
6, 0.00000, 120.959, 120.879, 122.149, 0, 719.696, 717.471, 636.604, 83.8581
6, 900.00000, 120.375, 120.314, 121.659, 0, 763.222, 758.931, 673.764, 89.3505
6, 1800.00000, 119.799, 119.854, 121.06, 0, 809.834, 795.687, 724.028, 81.8517
6, 2700.00000, 120.592, 120.703, 121.72, 0, 734.596, 718.009, 657.611, 71.9464
7, 0.00000, 120.366, 120.466, 121.74, 0, 748.841, 732.662, 651.806, 92.0595
7, 900.00000, 120.289, 120.346, 121.663, 0, 751.37, 738.503, 655.006, 92.6636
7, 1800.00000, 121.32, 121.308, 122.377, 0, 654.492, 650.15, 583.556, 70.5966
7, 2700.00000, 121.536, 121.443, 122.683, 0, 632.702, 635.105, 553.593, 82.2687
8, 0.00000, 121.155, 121.022, 122.248, 0, 657.715, 663.401, 583.651, 79.1995
