hour, t(sec), |V|1 (volts), |V|2 (volts), |V|3 (volts), |V|4 (volts), |I|1 (amps), |I|2 (amps), |I|3 (amps), |I|4 (amps)
0, 900.00000, 125.003, 125.412, 126.349, 0, 318.842, 274.937, 229.64, 78.2124
0, 1800.00000, 125.273, 125.687, 126.498, 0, 303.643, 259.586, 223.975, 69.9507
0, 2700.00000, 125.51, 125.917, 126.695, 0, 286.639, 242.876, 209.711, 67.5816
1, 0.00000, 125.163, 125.611, 126.488, 0, 310.471, 263.396, 221.771, 77.7303
1, 900.00000, 125.333, 125.768, 126.574, 0, 299.613, 254.012, 217.459, 72.0797
1, 1800.00000, 125.44, 125.915, 126.683, 0, 293.212, 243.888, 210.718, 72.6328
1, 2700.00000, 125.47, 125.904, 126.647, 0, 289.616, 244.157, 212.974, 67.4802
2, 0.00000, 125.37, 125.819, 126.583, 0, 294.756, 247.526, 215.932, 69.4724
2, 900.00000, 125.504, 125.943, 126.684, 0, 289.207, 243.098, 212.033, 67.9743
2, 1800.00000, 125.472, 125.866, 126.585, 0, 290.804, 248.903, 219.633, 62.6813
2, 2700.00000, 125.578, 125.961, 126.674, 0, 283.351, 242.285, 212.794, 62.0651
3, 0.00000, 125.867, 126.255, 126.946, 0, 265.571, 224.333, 195.795, 61.3777
3, 900.00000, 125.75, 126.066, 126.765, 0, 273.942, 239.221, 209.974, 56.1306
3, 1800.00000, 126.01, 126.326, 126.954, 0, 256.872, 222.188, 198.039, 51.791
3, 2700.00000, 125.609, 125.973, 126.671, 0, 281.292, 242.002, 214.077, 59.1745
4, 0.00000, 125.688, 126.056, 126.755, 0, 276.804, 236.956, 209.051, 59.6494
4, 900.00000, 125.794, 126.177, 126.886, 0, 270.054, 228.811, 200.079, 61.5739
4, 1800.00000, 125.566, 125.948, 126.656, 0, 281.773, 240.413, 212.958, 60.6985
4, 2700.00000, 125.733, 126.132, 126.804, 0, 273.001, 229.984, 204.771, 60.3848
5, 0.00000, 125.599, 125.947, 126.65, 0, 281.994, 244.049, 215.194, 58.7123
5, 900.00000, 125.753, 126.091, 126.743, 0, 271.082, 233.797, 209.438, 54.4017
5, 1800.00000, 125.471, 125.929, 126.652, 0, 291.019, 242.444, 214.031, 68.1391
5, 2700.00000, 125.531, 125.917, 126.633, 0, 288.007, 246.216, 217.235, 62.3287
6, 0.00000, 125.824, 126.144, 126.795, 0, 270.655, 234.69, 210.156, 53.3243
6, 900.00000, 125.594, 125.934, 126.646, 0, 283.313, 245.364, 216.905, 58.4092
6, 1800.00000, 125.541, 125.917, 126.724, 0, 286.691, 245.459, 209.066, 68.0217
6, 2700.00000, 126.208, 126.534, 127.226, 0, 212.996, 177.31, 150.384, 51.2567
7, 0.00000, 126.068, 126.349, 127.059, 0, 219.191, 186.822, 159.816, 48.4353
7, 900.00000, 125.894, 126.241, 126.901, 0, 229.563, 190.932, 169.392, 49.4166
7, 1800.00000, 126.644, 127.014, 127.455, 0, 154.936, 119.535, 112.465, 32.4048
7, 2700.00000, 126.532, 126.971, 127.329, 0, 160.344, 119.07, 118.64, 34.6951
8, 0.00000, 126.259, 126.68, 127.07, 0, 174.204, 133.302, 131.352, 34.5109
8, 900.00000, 126.332, 126.809, 127.102, 0, 172.995, 128.04, 132.169, 36.0755
8, 1800.00000, 126.183, 126.659, 126.952, 0, 180.911, 135.682, 140.734, 35.6837
8, 2700.00000, 126.36, 126.93, 127.142, 0, 152.775, 110.692, 115.222, 36.7896
9, 0.00000, 125.966, 126.678, 126.907, 0, 172.904, 117.533, 123.555, 48.978
9, 900.00000, 126.106, 126.785, 126.945, 0, 164.059, 112.831, 122.106, 45.1573
9, 1800.00000, 126.865, 127.599, 127.535, 0, 133.462, 145.142, 111.763, 44.9755
9, 2700.00000, 127.018, 127.812, 127.693, 0, 132.328, 148.732, 111.681, 48.3145
10, 0.00000, 126.963, 127.687, 127.646, 0, 132.94, 145.432, 111.652, 42.0712
10, 900.00000, 126.768, 127.596, 127.541, 0, 135.194, 145.401, 111.698, 49.5796
10, 1800.00000, 126.761, 127.599, 127.623, 0, 135.836, 144.954, 111.698, 48.6355
10, 2700.00000, 127.618, 128.51, 128.257, 0, 236.687, 297.646, 218.567, 54.9126
11, 0.00000, 127.704, 128.613, 128.345, 0, 239.834, 302.849, 222.699, 55.7205
11, 900.00000, 127.786, 128.694, 128.471, 0, 242.392, 306.222, 228.634, 52.4799
11, 1800.00000, 127.879, 128.836, 128.452, 0, 279.507, 349.81, 255.823, 65.0858
11, 2700.00000, 127.881, 128.818, 128.515, 0, 277.784, 346.279, 257.892, 58.5557
12, 0.00000, 128.157, 129.108, 128.799, 0, 289.408, 361.462, 272.003, 58.7073
12, 900.00000, 127.753, 128.709, 128.462, 0, 274.136, 343.636, 257.271, 56.9812
12, 1800.00000, 127.846, 128.74, 128.466, 0, 277.864, 343.92, 256.502, 57.2339
12, 2700.00000, 127.906, 128.977, 128.649, 0, 300.951, 380.272, 284.847, 64.002
13, 0.00000, 128.146, 129.125, 128.75, 0, 312.617, 387.839, 289.758, 64.9948
13, 900.00000, 127.99, 129.017, 128.686, 0, 305.674, 382.917, 287.45, 62.9987
13, 1800.00000, 127.81, 128.91, 128.593, 0, 296.269, 376.269, 282.057, 63.7062
13, 2700.00000, 127.337, 128.519, 128.265, 0, 281.686, 363.314, 271.76, 65.11
14, 0.00000, 127.639, 128.818, 128.414, 0, 294.101, 379.435, 277.874, 72.9859
14, 900.00000, 127.751, 128.886, 128.445, 0, 297.348, 380.538, 277.021, 73.9422
14, 1800.00000, 127.735, 128.912, 128.554, 0, 294.466, 379.625, 281.886, 69.1516
14, 2700.00000, 127.692, 128.895, 128.542, 0, 297.519, 384.228, 286.122, 69.5289
15, 0.00000, 127.68, 128.866, 128.434, 0, 297.548, 382.865, 280.145, 73.5094
15, 900.00000, 127.821, 128.981, 128.579, 0, 302.425, 387.268, 286.561, 70.4465
15, 1800.00000, 127.521, 128.632, 128.336, 0, 278.597, 355.643, 264.463, 63.3223
15, 2700.00000, 127.578, 128.761, 128.551, 0, 281.156, 364.209, 276.998, 62.3192
16, 0.00000, 127.493, 128.648, 128.402, 0, 278.481, 358.658, 269.44, 62.9614
16, 900.00000, 127.491, 128.626, 128.435, 0, 277.921, 356.373, 271.033, 59.0147
16, 1800.00000, 127.641, 128.69, 128.488, 0, 284.446, 359.305, 273.496, 56.0197
16, 2700.00000, 127.112, 128.13, 128.093, 0, 195.44, 251.283, 188.671, 53.6059
17, 0.00000, 127.045, 128.029, 128.06, 0, 194.323, 246.713, 188.154, 49.5655
17, 900.00000, 127.064, 128.065, 128.125, 0, 195.485, 250.889, 192.196, 51.4575
17, 1800.00000, 125.993, 126.821, 127.129, 0, 159.761, 119.722, 107.464, 55.004
17, 2700.00000, 126.034, 126.863, 127.147, 0, 159.513, 119.634, 108.321, 54.3847
18, 0.00000, 125.979, 126.825, 127.141, 0, 163.173, 120.485, 109.131, 56.7538
18, 900.00000, 125.429, 126.349, 126.808, 0, 189.722, 130.801, 119.454, 67.5398
18, 1800.00000, 125.336, 126.24, 126.812, 0, 194.904, 134.969, 117.814, 71.0615
18, 2700.00000, 123.98, 124.723, 125.742, 0, 354.884, 278.345, 235.134, 102.258
19, 0.00000, 124.009, 124.668, 125.672, 0, 352.388, 283.586, 241.437, 94.2723
19, 900.00000, 124.162, 124.847, 125.817, 0, 346.306, 275.649, 235.616, 94.233
19, 1800.00000, 123.541, 124.186, 125.423, 0, 418.678, 351.182, 287.3, 115.336
19, 2700.00000, 123.385, 124.124, 125.442, 0, 428.966, 353.158, 282.797, 128.255
20, 0.00000, 123.47, 124.255, 125.424, 0, 423.976, 344.224, 286.399, 121.148
20, 900.00000, 123.638, 124.288, 125.489, 0, 411.629, 344.312, 282.343, 113.473
20, 1800.00000, 123.597, 124.333, 125.545, 0, 416.173, 341.516, 278.55, 120.82
20, 2700.00000, 123.611, 124.305, 125.587, 0, 414.803, 344.271, 274.524, 123.013
21, 0.00000, 123.465, 124.245, 125.439, 0, 420.502, 341.991, 281.947, 121.87
21, 900.00000, 123.857, 124.47, 125.664, 0, 395.386, 331.524, 269.613, 110.339
21, 1800.00000, 123.971, 124.565, 125.692, 0, 387.204, 326.01, 267.505, 104.975
21, 2700.00000, 124.18, 124.74, 125.83, 0, 375.837, 317.779, 262.244, 99.6296
22, 0.00000, 124.389, 124.905, 125.952, 0, 364.974, 310.874, 257.647, 94.1123
22, 900.00000, 124.272, 124.826, 125.871, 0, 369.861, 312.206, 260.377, 96.0557
22, 1800.00000, 124.181, 124.731, 125.787, 0, 376.788, 319.478, 266.687, 96.603
22, 2700.00000, 124.424, 125.05, 126.02, 0, 358.082, 293.712, 248.544, 96.4408
23, 0.00000, 124.497, 125.058, 126.013, 0, 353.764, 295.823, 250.745, 90.5207
23, 900.00000, 124.684, 125.258, 126.198, 0, 341.583, 282.551, 238.095, 90.9274
23, 1800.00000, 124.662, 125.194, 126.092, 0, 339.399, 284.414, 243.136, 84.6314
23, 2700.00000, 124.815, 125.342, 126.201, 0, 330.929, 276.366, 238.17, 81.6757
24, 0.00000, 124.839, 125.342, 126.15, 0, 329.156, 276.916, 243.19, 75.9237
24, 900.00000, 125.003, 125.412, 126.349, 0, 318.842, 274.937, 229.641, 78.2126
24, 1800.00000, 125.273, 125.687, 126.498, 0, 303.643, 259.586, 223.976, 69.9508
24, 2700.00000, 125.51, 125.917, 126.695, 0, 286.64, 242.877, 209.711, 67.5817
25, 0.00000, 125.163, 125.611, 126.488, 0, 310.484, 263.404, 221.776, 77.7372
25, 900.00000, 125.333, 125.768, 126.574, 0, 299.618, 254.016, 217.461, 72.0818
25, 1800.00000, 125.441, 125.915, 126.683, 0, 293.207, 243.884, 210.716, 72.6306
25, 2700.00000, 125.47, 125.904, 126.647, 0, 289.616, 244.156, 212.974, 67.4809
26, 0.00000, 125.37, 125.819, 126.583, 0, 294.76, 247.528, 215.934, 69.4747
26, 900.00000, 125.504, 125.943, 126.684, 0, 289.201, 243.094, 212.03, 67.9714
26, 1800.00000, 125.472, 125.866, 126.585, 0, 290.802, 248.902, 219.632, 62.6816
26, 2700.00000, 125.578, 125.961, 126.674, 0, 283.349, 242.284, 212.794, 62.0635
