hour, t(sec), |V|1 (volts), |V|2 (volts), |V|3 (volts), |V|4 (volts), |I|1 (amps), |I|2 (amps), |I|3 (amps), |I|4 (amps)
0, 900.00000, 125.132, 126.74, 126.38, 0, 204.397, 107.037, 151.17, 84.2577
0, 1800.00000, 125.323, 126.907, 126.571, 0, 198.931, 103.168, 144.982, 82.9894
0, 2700.00000, 125.508, 127.006, 126.784, 0, 190.656, 99.6126, 134.597, 79.4251
1, 0.00000, 125.286, 126.841, 126.553, 0, 199.136, 105.017, 143.896, 81.775
1, 900.00000, 125.389, 126.948, 126.625, 0, 195.795, 101.644, 141.841, 81.6733
1, 1800.00000, 125.53, 127.003, 126.741, 0, 189.699, 100.302, 137.034, 77.6993
1, 2700.00000, 125.482, 126.945, 126.656, 0, 191.749, 103.142, 141.254, 76.8535
2, 0.00000, 125.411, 126.902, 126.544, 0, 193.567, 103.034, 145.969, 78.2727
2, 900.00000, 125.513, 126.96, 126.717, 0, 191.584, 103.782, 139.264, 76.3873
2, 1800.00000, 125.424, 126.917, 126.597, 0, 195.902, 105.661, 145.38, 78.1953
2, 2700.00000, 125.571, 127.02, 126.706, 0, 188.598, 100.771, 139.736, 76.0806
3, 0.00000, 125.778, 127.203, 126.985, 0, 181.585, 95.2667, 128.119, 75.3558
3, 900.00000, 125.625, 127.153, 126.831, 0, 189.155, 97.0908, 135.879, 79.9127
3, 1800.00000, 125.849, 127.294, 126.995, 0, 180.007, 92.721, 129.485, 75.7732
3, 2700.00000, 125.524, 127.048, 126.709, 0, 191.784, 99.7037, 140.32, 79.7726
4, 0.00000, 125.632, 127.151, 126.791, 0, 187.206, 95.3218, 137.131, 79.5157
4, 900.00000, 125.711, 127.189, 126.913, 0, 184.31, 94.6679, 131.725, 77.8823
4, 1800.00000, 125.467, 126.955, 126.663, 0, 193.005, 102.661, 141.392, 78.3624
4, 2700.00000, 125.739, 127.138, 126.84, 0, 181.202, 95.8405, 134.253, 73.9066
5, 0.00000, 125.573, 127.041, 126.672, 0, 188.887, 99.9372, 141.911, 76.9139
5, 900.00000, 125.678, 127.106, 126.756, 0, 184.502, 97.7509, 138.651, 75.0154
5, 1800.00000, 125.562, 126.993, 126.68, 0, 188.17, 100.785, 140.869, 75.6108
5, 2700.00000, 125.633, 127.071, 126.662, 0, 185.54, 97.9933, 142.866, 75.6478
6, 0.00000, 125.905, 127.262, 126.871, 0, 175.333, 92.4652, 135.477, 71.6192
6, 900.00000, 125.686, 127.111, 126.726, 0, 183.111, 96.1755, 139.811, 75.1152
6, 1800.00000, 125.668, 127.048, 126.761, 0, 183.241, 98.8098, 137.063, 73.0871
6, 2700.00000, 126.155, 127.521, 127.259, 0, 151.247, 70.1596, 102.343, 71.7559
7, 0.00000, 125.99, 127.396, 127.029, 0, 156.87, 73.0762, 112.219, 73.5294
7, 900.00000, 125.885, 127.182, 127.055, 0, 159.85, 81.9851, 108.108, 69.7022
7, 1800.00000, 126.428, 127.66, 127.456, 0, 125.879, 55.8863, 80.8403, 64.9184
7, 2700.00000, 126.466, 127.667, 127.418, 0, 121.217, 53.0231, 80.2919, 62.9565
8, 0.00000, 126.276, 127.449, 127.205, 0, 126.018, 58.9403, 86.429, 61.5672
8, 900.00000, 126.426, 127.585, 127.394, 0, 120.763, 54.8531, 78.2128, 61.3833
8, 1800.00000, 126.262, 127.493, 127.344, 0, 127.073, 56.9692, 78.4695, 65.7699
8, 2700.00000, 126.382, 127.635, 127.471, 0, 112.219, 46.7129, 65.9136, 66.541
9, 0.00000, 126.088, 127.256, 127.118, 0, 121.213, 58.0799, 77.7569, 62.2119
9, 900.00000, 126.159, 127.364, 127.223, 0, 118.726, 54.2281, 73.2787, 64.253
9, 1800.00000, 126.729, 127.867, 127.694, 0, 83.1194, 49.7806, 58.5716, 60.0556
9, 2700.00000, 126.873, 127.937, 127.929, 0, 80.4073, 49.8142, 56.5489, 59.6067
10, 0.00000, 126.872, 127.984, 127.807, 0, 79.8131, 49.7943, 57.57, 58.6256
10, 900.00000, 126.711, 127.767, 127.733, 0, 83.3558, 50.1252, 57.7225, 58.5387
10, 1800.00000, 126.903, 127.948, 127.797, 0, 76.1354, 49.8939, 57.0781, 55.5798
10, 2700.00000, 127.376, 128.549, 128.303, 0, 86.1086, 100.482, 102.923, 60.7038
11, 0.00000, 127.449, 128.593, 128.432, 0, 86.4056, 101.386, 106.569, 61.2548
11, 900.00000, 127.635, 128.66, 128.456, 0, 87.9061, 102.927, 106.741, 53.4639
11, 1800.00000, 127.383, 128.538, 128.544, 0, 95.8619, 110.663, 123.71, 67.3623
11, 2700.00000, 127.554, 128.706, 128.598, 0, 97.4967, 115.757, 124.662, 63.5456
12, 0.00000, 127.776, 128.835, 128.786, 0, 100.172, 118.411, 129.721, 60.4656
12, 900.00000, 127.419, 128.585, 128.436, 0, 96.4755, 113.61, 120.346, 62.8696
12, 1800.00000, 127.465, 128.646, 128.487, 0, 96.776, 115.013, 121.56, 63.4899
12, 2700.00000, 127.587, 128.808, 128.652, 0, 105.78, 128.275, 135.88, 65.9987
13, 0.00000, 127.718, 128.858, 128.667, 0, 107.714, 128.838, 135.609, 60.5076
13, 900.00000, 127.598, 128.763, 128.606, 0, 105.992, 126.358, 134.314, 62.8011
13, 1800.00000, 127.574, 128.687, 128.582, 0, 105.711, 123.679, 133.658, 61.3902
13, 2700.00000, 127.198, 128.457, 128.24, 0, 102.698, 122.066, 126.913, 65.9871
14, 0.00000, 127.316, 128.521, 128.371, 0, 103.549, 122.403, 129.893, 64.9545
14, 900.00000, 127.363, 128.615, 128.452, 0, 103.507, 124.138, 131.188, 67.4133
14, 1800.00000, 127.531, 128.726, 128.543, 0, 105.636, 127.045, 133.522, 63.723
14, 2700.00000, 127.569, 128.724, 128.56, 0, 108.332, 129.189, 136.683, 62.0515
15, 0.00000, 127.401, 128.502, 128.491, 0, 105.563, 120.871, 134.509, 63.9237
15, 900.00000, 127.62, 128.736, 128.578, 0, 108.627, 128.062, 136.238, 60.1006
15, 1800.00000, 127.383, 128.584, 128.419, 0, 101.454, 119.76, 127.011, 64.4603
15, 2700.00000, 127.489, 128.611, 128.527, 0, 102.961, 120.824, 130.658, 62.5091
16, 0.00000, 127.333, 128.518, 128.379, 0, 101.137, 118.359, 126.222, 64.1846
16, 900.00000, 127.335, 128.605, 128.369, 0, 101.051, 121.227, 125.649, 66.2709
16, 1800.00000, 127.427, 128.675, 128.335, 0, 102.068, 123.277, 124.135, 62.5341
16, 2700.00000, 127.123, 128.296, 128.074, 0, 79.6648, 84.3007, 86.6716, 61.0699
17, 0.00000, 127.019, 128.246, 127.966, 0, 80.6198, 83.3483, 84.9152, 62.6832
17, 900.00000, 127.158, 128.274, 127.896, 0, 78.9517, 85.4208, 84.0017, 55.2833
17, 1800.00000, 126.308, 127.429, 127.224, 0, 100.184, 49.0649, 67.5636, 58.792
17, 2700.00000, 126.263, 127.376, 127.274, 0, 104.331, 52.0144, 66.9393, 59.8501
18, 0.00000, 126.355, 127.487, 127.312, 0, 99.7228, 48.2999, 65.9086, 59.8728
18, 900.00000, 125.883, 127.117, 126.922, 0, 115.764, 54.8173, 77.3195, 65.2621
18, 1800.00000, 125.797, 127.006, 126.89, 0, 119.079, 58.4652, 77.5414, 64.7886
18, 2700.00000, 124.921, 126.164, 125.905, 0, 188.109, 111.201, 151.033, 67.3
19, 0.00000, 124.882, 126.252, 125.858, 0, 190.449, 106.517, 153.942, 73.49
19, 900.00000, 124.909, 126.252, 126.119, 0, 193.626, 111.522, 143.392, 72.5823
19, 1800.00000, 124.483, 125.866, 125.67, 0, 223.633, 137.193, 176.715, 74.8119
19, 2700.00000, 124.4, 125.897, 125.611, 0, 226.208, 133.166, 178.265, 80.397
20, 0.00000, 124.486, 125.869, 125.639, 0, 222.926, 136.515, 177.976, 74.6977
20, 900.00000, 124.399, 125.994, 125.581, 0, 229.275, 131.131, 182.231, 84.783
20, 1800.00000, 124.545, 126.045, 125.74, 0, 221.609, 128.999, 173.947, 80.0315
20, 2700.00000, 124.4, 125.982, 125.707, 0, 229.701, 132.792, 175.573, 83.9563
21, 0.00000, 124.127, 125.559, 125.6, 0, 240.798, 152.226, 178.135, 78.9127
21, 900.00000, 124.581, 126.101, 125.705, 0, 220.87, 127.206, 177.043, 80.9502
21, 1800.00000, 124.627, 126.136, 125.884, 0, 219.303, 126.887, 166.892, 80.1353
21, 2700.00000, 124.634, 126.19, 125.968, 0, 223.271, 128.344, 166.433, 82.6206
22, 0.00000, 124.844, 126.286, 126.103, 0, 216, 127.687, 162.658, 76.935
22, 900.00000, 124.767, 126.21, 126.028, 0, 217.091, 128.518, 164.216, 77.0866
22, 1800.00000, 124.701, 126.181, 125.946, 0, 220.245, 129.576, 168.295, 78.6739
22, 2700.00000, 124.955, 126.362, 126.08, 0, 207.371, 120.587, 162.084, 75.0253
23, 0.00000, 124.892, 126.446, 126.07, 0, 212.249, 117.532, 163.619, 81.847
23, 900.00000, 125.046, 126.49, 126.202, 0, 206.09, 117.656, 158.268, 76.5247
23, 1800.00000, 124.954, 126.462, 126.115, 0, 208.714, 116.842, 160.559, 79.4258
23, 2700.00000, 125.045, 126.523, 126.156, 0, 206.6, 116.535, 161.077, 77.8288
24, 0.00000, 124.982, 126.533, 126.151, 0, 210.453, 116.345, 161.802, 81.3348
24, 900.00000, 125.132, 126.74, 126.38, 0, 204.397, 107.038, 151.17, 84.2579
24, 1800.00000, 125.323, 126.907, 126.571, 0, 198.931, 103.168, 144.982, 82.9894
24, 2700.00000, 125.508, 127.006, 126.784, 0, 190.656, 99.6127, 134.597, 79.4251
25, 0.00000, 125.286, 126.841, 126.553, 0, 199.142, 105.019, 143.9, 81.7783
25, 900.00000, 125.389, 126.948, 126.625, 0, 195.796, 101.645, 141.842, 81.6731
25, 1800.00000, 125.53, 127.003, 126.741, 0, 189.696, 100.302, 137.032, 77.697
25, 2700.00000, 125.482, 126.945, 126.656, 0, 191.749, 103.142, 141.253, 76.8535
26, 0.00000, 125.411, 126.902, 126.544, 0, 193.569, 103.034, 145.97, 78.2737
26, 900.00000, 125.513, 126.96, 126.717, 0, 191.581, 103.781, 139.261, 76.386
26, 1800.00000, 125.424, 126.917, 126.597, 0, 195.901, 105.661, 145.379, 78.1952
26, 2700.00000, 125.571, 127.02, 126.706, 0, 188.596, 100.772, 139.736, 76.0785
27, 0.00000, 125.778, 127.203, 126.985, 0, 181.585, 95.2667, 128.119, 75.3558
27, 900.00000, 125.625, 127.153, 126.831, 0, 189.155, 97.0908, 135.879, 79.9127
27, 1800.00000, 125.849, 127.294, 126.995, 0, 180.007, 92.721, 129.485, 75.7732
27, 2700.00000, 125.524, 127.048, 126.709, 0, 191.784, 99.7036, 140.32, 79.7726
28, 0.00000, 125.632, 127.151, 126.791, 0, 187.204, 95.3211, 137.13, 79.514
28, 900.00000, 125.711, 127.189, 126.913, 0, 184.31, 94.6679, 131.725, 77.8823
28, 1800.00000, 125.467, 126.955, 126.663, 0, 193.005, 102.661, 141.392, 78.3624
28, 2700.00000, 125.739, 127.138, 126.84, 0, 181.202, 95.8405, 134.253, 73.9067
29, 0.00000, 125.573, 127.041, 126.672, 0, 188.887, 99.9366, 141.91, 76.914
29, 900.00000, 125.678, 127.106, 126.756, 0, 184.502, 97.7509, 138.651, 75.0154
29, 1800.00000, 125.562, 126.993, 126.68, 0, 188.17, 100.785, 140.869, 75.6108
29, 2700.00000, 125.633, 127.071, 126.662, 0, 185.54, 97.9933, 142.866, 75.6478
30, 0.00000, 125.905, 127.262, 126.871, 0, 175.333, 92.4652, 135.477, 71.6192
30, 900.00000, 125.686, 127.111, 126.726, 0, 183.111, 96.1755, 139.811, 75.1151
30, 1800.00000, 125.668, 127.048, 126.761, 0, 183.241, 98.8098, 137.063, 73.0871
30, 2700.00000, 126.155, 127.521, 127.259, 0, 151.247, 70.1596, 102.343, 71.7559
31, 0.00000, 125.99, 127.396, 127.029, 0, 156.87, 73.0762, 112.219, 73.5294
31, 900.00000, 125.885, 127.182, 127.055, 0, 159.85, 81.9851, 108.108, 69.7022
31, 1800.00000, 126.428, 127.66, 127.456, 0, 125.879, 55.8863, 80.8403, 64.9184
31, 2700.00000, 126.466, 127.667, 127.418, 0, 121.217, 53.0231, 80.2919, 62.9565
32, 0.00000, 126.276, 127.449, 127.205, 0, 126.018, 58.9403, 86.429, 61.5672
32, 900.00000, 126.426, 127.585, 127.394, 0, 120.763, 54.8531, 78.2128, 61.3833
32, 1800.00000, 126.262, 127.493, 127.344, 0, 127.073, 56.9692, 78.4695, 65.7699
32, 2700.00000, 126.382, 127.635, 127.471, 0, 112.219, 46.7129, 65.9136, 66.541
33, 0.00000, 126.088, 127.256, 127.118, 0, 121.213, 58.0799, 77.7569, 62.2119
33, 900.00000, 126.159, 127.364, 127.223, 0, 118.726, 54.2281, 73.2787, 64.253
33, 1800.00000, 126.729, 127.867, 127.694, 0, 83.1194, 49.7806, 58.5716, 60.0556
33, 2700.00000, 126.873, 127.937, 127.929, 0, 80.4073, 49.8142, 56.5489, 59.6067
34, 0.00000, 126.872, 127.984, 127.807, 0, 79.8131, 49.7943, 57.57, 58.6256
34, 900.00000, 126.711, 127.767, 127.733, 0, 83.3558, 50.1252, 57.7225, 58.5387
34, 1800.00000, 126.903, 127.948, 127.797, 0, 76.1354, 49.8939, 57.0781, 55.5798
34, 2700.00000, 127.376, 128.549, 128.303, 0, 86.1086, 100.482, 102.923, 60.7038
35, 0.00000, 127.449, 128.593, 128.432, 0, 86.4056, 101.386, 106.569, 61.2548
35, 900.00000, 127.635, 128.66, 128.456, 0, 87.9061, 102.927, 106.741, 53.4639
35, 1800.00000, 127.383, 128.538, 128.544, 0, 95.8619, 110.663, 123.71, 67.3623
35, 2700.00000, 127.554, 128.706, 128.598, 0, 97.4967, 115.757, 124.662, 63.5456
36, 0.00000, 127.776, 128.835, 128.786, 0, 100.172, 118.411, 129.721, 60.4656
36, 900.00000, 127.419, 128.585, 128.436, 0, 96.4755, 113.61, 120.346, 62.8696
