hour, t(sec), |V|1 (volts), |V|2 (volts), |V|3 (volts), |V|4 (volts), |I|1 (amps), |I|2 (amps), |I|3 (amps), |I|4 (amps)
0, 900.00000, 126.448, 126.352, 127.42, 0, 131.359, 131.562, 93.5, 38.3583
0, 1800.00000, 126.601, 126.477, 127.516, 0, 128.019, 130, 92.6899, 36.7285
0, 2700.00000, 126.737, 126.631, 127.637, 0, 122.451, 123.235, 87.5208, 35.6772
1, 0.00000, 126.558, 126.467, 127.519, 0, 128.524, 128.582, 90.3553, 38.5684
1, 900.00000, 126.641, 126.537, 127.553, 0, 126.243, 127.297, 90.5027, 36.6294
1, 1800.00000, 126.682, 126.584, 127.598, 0, 125.855, 126.401, 89.6508, 36.8301
1, 2700.00000, 126.646, 126.558, 127.568, 0, 127.201, 127.362, 90.7351, 36.8999
2, 0.00000, 126.63, 126.509, 127.564, 0, 125.902, 127.634, 89.3495, 37.8083
2, 900.00000, 126.723, 126.622, 127.631, 0, 124.402, 125.227, 88.6611, 36.5033
2, 1800.00000, 126.717, 126.584, 127.594, 0, 124.006, 126.814, 90.0569, 35.7729
2, 2700.00000, 126.797, 126.658, 127.652, 0, 120.483, 123.558, 87.2376, 35.2027
3, 0.00000, 126.905, 126.821, 127.756, 0, 119.057, 119.067, 85.6099, 33.7638
3, 900.00000, 126.866, 126.711, 127.659, 0, 120.124, 124.391, 90.1332, 32.6416
3, 1800.00000, 126.982, 126.844, 127.77, 0, 117.115, 120.421, 86.7648, 32.4199
3, 2700.00000, 126.799, 126.642, 127.635, 0, 120.889, 125.002, 89.0427, 34.4096
4, 0.00000, 126.849, 126.692, 127.676, 0, 119.638, 123.642, 88.1286, 34.0074
4, 900.00000, 126.903, 126.782, 127.741, 0, 118.132, 120, 86.0026, 33.4217
4, 1800.00000, 126.707, 126.562, 127.576, 0, 124.16, 127.271, 90.8291, 35.334
4, 2700.00000, 126.821, 126.657, 127.652, 0, 121.333, 125.417, 89.4464, 34.4353
5, 0.00000, 126.745, 126.573, 127.567, 0, 123.837, 128.792, 92.3781, 34.5271
5, 900.00000, 126.79, 126.619, 127.615, 0, 122.94, 127.684, 91.1297, 34.7466
5, 1800.00000, 126.706, 126.531, 127.586, 0, 124.826, 129.314, 90.7637, 36.8583
5, 2700.00000, 126.739, 126.537, 127.561, 0, 124.376, 130.635, 93.1496, 35.1085
6, 0.00000, 126.913, 126.69, 127.673, 0, 119.659, 127.251, 91.2685, 33.149
6, 900.00000, 126.731, 126.511, 127.526, 0, 125.421, 132.64, 95.7729, 34.1691
6, 1800.00000, 126.622, 126.485, 127.48, 0, 130.735, 133.101, 97.6426, 34.6974
6, 2700.00000, 126.805, 126.594, 127.458, 0, 118.874, 129.537, 100.01, 29.9314
7, 0.00000, 126.663, 126.383, 127.276, 0, 123.27, 137.555, 107.257, 30.5343
7, 900.00000, 126.316, 126.042, 126.961, 0, 140.166, 153.862, 122.717, 31.2971
7, 1800.00000, 126.77, 126.435, 127.234, 0, 113.41, 134.464, 108.071, 33.2423
7, 2700.00000, 126.65, 126.275, 127.085, 0, 117.731, 140.928, 113.903, 34.4325
8, 0.00000, 126.425, 126.048, 126.905, 0, 124.7, 147.958, 118.495, 35.9518
