hour, t(sec), |V|1 (volts), |V|2 (volts), |V|3 (volts), |V|4 (volts), |I|1 (amps), |I|2 (amps), |I|3 (amps), |I|4 (amps)
0, 900.00000, 121.735, 122.374, 124.09, 0, 604.223, 540.951, 427.321, 157.444
0, 1800.00000, 122.078, 122.686, 124.373, 0, 582.738, 522.453, 409.976, 153.909
0, 2700.00000, 122.34, 122.958, 124.645, 0, 563.642, 502.188, 389.154, 155.247
1, 0.00000, 122.104, 122.677, 124.416, 0, 577.721, 520.418, 403.051, 156.236
1, 900.00000, 122.283, 122.825, 124.524, 0, 566.088, 511.763, 396.824, 151.597
1, 1800.00000, 122.385, 122.98, 124.67, 0, 560.24, 501.024, 386.897, 154.513
1, 2700.00000, 122.368, 122.951, 124.676, 0, 560.717, 502.898, 385.442, 156.603
2, 0.00000, 122.178, 122.826, 124.647, 0, 573.742, 509.779, 385.352, 167.992
2, 900.00000, 122.469, 123.06, 124.791, 0, 554.436, 495.701, 377.771, 157.722
2, 1800.00000, 122.422, 122.982, 124.705, 0, 557.299, 501.599, 384.138, 154.99
2, 2700.00000, 122.622, 123.17, 124.849, 0, 541.757, 486.929, 372.526, 151.337
3, 0.00000, 123.117, 123.558, 125.208, 0, 506.113, 460.72, 348.011, 142.596
3, 900.00000, 122.986, 123.427, 125.021, 0, 515.649, 470.48, 362.639, 137.779
3, 1800.00000, 123.266, 123.648, 125.278, 0, 496.923, 456.954, 344.866, 138.039
3, 2700.00000, 122.638, 123.163, 124.882, 0, 540.982, 488.168, 370.773, 152.703
4, 0.00000, 122.775, 123.288, 124.971, 0, 531.513, 479.574, 365.252, 149.081
4, 900.00000, 122.984, 123.515, 125.201, 0, 515.902, 462.237, 347.679, 150.55
4, 1800.00000, 122.515, 123.11, 124.918, 0, 548.585, 489.185, 365.135, 164.054
4, 2700.00000, 122.896, 123.499, 125.167, 0, 521.239, 460.975, 348.152, 153.934
5, 0.00000, 122.799, 123.325, 124.971, 0, 526.839, 473.858, 362.158, 147.318
5, 900.00000, 122.893, 123.411, 125.129, 0, 521.322, 468.819, 350.836, 152.947
5, 1800.00000, 122.502, 123.217, 124.964, 0, 550.591, 480.288, 361.911, 167.114
5, 2700.00000, 122.706, 123.344, 124.964, 0, 535.051, 471.763, 363.365, 152.177
6, 0.00000, 123.114, 123.724, 125.222, 0, 507.787, 447.01, 347.982, 141.316
6, 900.00000, 122.718, 123.39, 124.942, 0, 534.896, 468.506, 366.154, 149.011
6, 1800.00000, 122.786, 123.475, 125.026, 0, 527.635, 459.621, 357.74, 149.874
6, 2700.00000, 124.247, 124.673, 125.904, 0, 362.873, 326.698, 256.872, 96.0023
7, 0.00000, 123.868, 124.412, 125.642, 0, 389.827, 342.954, 274.614, 101.946
7, 900.00000, 123.624, 124.398, 125.539, 0, 406.293, 338.959, 279.438, 109.225
7, 1800.00000, 125.209, 125.73, 126.671, 0, 245.618, 207.621, 165.539, 68.233
