hour, t(sec), |V|1 (volts), |V|2 (volts), |V|3 (volts), |V|4 (volts), |I|1 (amps), |I|2 (amps), |I|3 (amps), |I|4 (amps)
0, 900.00000, 125.37, 127.701, 126.399, 0, 211.528, 71.7227, 167.777, 123.378
0, 1800.00000, 125.688, 128.037, 126.553, 0, 198.055, 57.4458, 163.086, 126.341
0, 2700.00000, 125.711, 128.053, 126.563, 0, 198.935, 58.6321, 164.263, 126.126
1, 0.00000, 125.769, 128.114, 126.565, 0, 192.12, 51.7193, 160.945, 127.267
1, 900.00000, 125.826, 128.122, 126.584, 0, 191.029, 53.7182, 161.639, 124.822
1, 1800.00000, 125.858, 128.158, 126.62, 0, 190.835, 53.125, 161.025, 125.075
1, 2700.00000, 125.792, 128.102, 126.596, 0, 193.968, 55.9415, 161.809, 124.664
2, 0.00000, 125.864, 128.159, 126.64, 0, 188.11, 50.4753, 158.009, 124.907
2, 900.00000, 126.006, 128.285, 126.744, 0, 183.133, 46.7158, 154.652, 124.245
2, 1800.00000, 126.026, 128.306, 126.782, 0, 181.384, 45.085, 151.956, 123.83
2, 2700.00000, 126.081, 128.298, 126.802, 0, 179.475, 46.763, 151.571, 120.816
3, 0.00000, 126.32, 128.428, 127.008, 0, 169.76, 43.3758, 143.315, 115.111
3, 900.00000, 126.365, 128.43, 127.045, 0, 166.367, 42.5411, 140.503, 112.802
3, 1800.00000, 126.307, 128.467, 126.976, 0, 172.63, 43.4884, 146.827, 118.024
3, 2700.00000, 126.148, 128.356, 126.835, 0, 176.111, 43.851, 150.323, 121.072
4, 0.00000, 126.213, 128.351, 126.904, 0, 173.691, 45.3557, 147.645, 117.141
4, 900.00000, 126.355, 128.322, 127.042, 0, 166.84, 48.1861, 140.937, 107.727
4, 1800.00000, 126.062, 128.264, 126.795, 0, 179.254, 47.0707, 151.248, 120.257
4, 2700.00000, 126.356, 128.373, 127.05, 0, 165.792, 44.0871, 139.324, 110.525
5, 0.00000, 126.281, 128.301, 126.992, 0, 168.525, 47.0373, 141.033, 110.001
5, 900.00000, 126.204, 128.341, 126.922, 0, 174.329, 46.0088, 146.318, 116.495
5, 1800.00000, 126.276, 128.322, 126.933, 0, 167.65, 44.0249, 143.844, 113.265
5, 2700.00000, 126.333, 128.265, 127.058, 0, 165.598, 48.7541, 137.532, 105.31
6, 0.00000, 126.591, 128.483, 127.282, 0, 155.387, 40.9353, 128.608, 103.376
6, 900.00000, 126.358, 128.328, 127.087, 0, 164.725, 45.5666, 136.417, 107.485
6, 1800.00000, 126.49, 128.233, 127.218, 0, 156.185, 49.9511, 128.067, 95.0358
6, 2700.00000, 126.83, 128.452, 127.474, 0, 139.012, 42.7862, 114.748, 86.2165
7, 0.00000, 126.55, 128.114, 127.342, 0, 151.844, 58.5809, 119.647, 81.7448
7, 900.00000, 126.585, 128.144, 127.349, 0, 147.332, 54.1339, 117.05, 82.0009
7, 1800.00000, 127.126, 128.319, 127.776, 0, 118.633, 49.643, 93.6742, 60.3083
7, 2700.00000, 127.126, 128.302, 127.768, 0, 116.7, 48.5182, 91.9999, 59.5972
8, 0.00000, 126.824, 128.078, 127.568, 0, 128.909, 56.1582, 98.5711, 63.2957
8, 900.00000, 127.275, 128.339, 127.816, 0, 105.924, 44.2425, 86.4186, 54.2647
8, 1800.00000, 127.204, 128.367, 127.761, 0, 107.477, 40.1052, 87.4062, 59.4829
8, 2700.00000, 127.063, 128.308, 127.659, 0, 111.415, 41.4998, 89.7223, 61.4888
9, 0.00000, 127.069, 128.214, 127.644, 0, 104.877, 40.4139, 84.9624, 56.6802
9, 900.00000, 126.963, 128.3, 127.526, 0, 112.253, 36.9653, 92.5857, 66.8653
9, 1800.00000, 127.12, 128.147, 127.755, 0, 99.6307, 46.7048, 75.6975, 46.5726
9, 2700.00000, 127.621, 128.446, 128.013, 0, 74.9645, 34.1336, 64.0425, 35.686
10, 0.00000, 127.571, 128.339, 128.063, 0, 77.1191, 39.3351, 60.4017, 33.4886
10, 900.00000, 127.362, 128.208, 127.852, 0, 85.2828, 42.6515, 69.3896, 37.3494
10, 1800.00000, 127.348, 128.247, 127.811, 0, 87.0767, 41.4341, 72.2876, 39.8985
10, 2700.00000, 127.27, 128.287, 127.652, 0, 83.336, 38.322, 73.2833, 38.9916
11, 0.00000, 127.139, 128.276, 127.561, 0, 91.3749, 39.8007, 78.9319, 44.8495
11, 900.00000, 127.374, 128.209, 127.902, 0, 79.2245, 44.6555, 60.4314, 32.8447
11, 1800.00000, 127.386, 128.381, 127.741, 0, 74.41, 32.5232, 66.1016, 35.8811
11, 2700.00000, 127.585, 128.372, 127.972, 0, 65.0395, 34.6364, 54.5398, 26.9453
12, 0.00000, 127.476, 128.406, 127.872, 0, 73.6465, 35.4821, 62.3277, 33.0601
